Phrase_ID	YUA	ES	Communicative_Context
YUAES0011461	Suuk in jaantik waaj tin wotoch yéetel in chiicho'ob	Acostumbro comer tortillas en mi casa con mis abuelas	COMMC0026
YUAES0011462	Suuk in jaantik waaj tin wotoch yéetel in kiik	Acostumbro comer tortillas en mi casa con mi hermana	COMMC0026
YUAES0011463	Suuk in jaantik waaj tin wotoch yéetel in kiiko'ob	Acostumbro comer tortillas en mi casa con mis hermanas	COMMC0026
YUAES0011464	Suuk in jaantik waaj tin wotoch yéetel in na'	Acostumbro comer tortillas en mi casa con mi mamá	COMMC0026
YUAES0011465	Suuk in jaantik waaj tin wotoch yéetel in nool	Acostumbro comer tortillas en mi casa con mi abuelo	COMMC0026
YUAES0011466	Suuk in jaantik waaj tin wotoch yéetel in noolo'ob	Acostumbro comer tortillas en mi casa con mis abuelos	COMMC0026
YUAES0011467	Suuk in jaantik waaj tin wotoch yéetel in suku'un	Acostumbro comer tortillas en mi casa con mi hermano	COMMC0026
YUAES0011468	Suuk in jaantik waaj tin wotoch yéetel in suku'uno'ob	Acostumbro comer tortillas en mi casa con mis hermanos	COMMC0026
YUAES0011469	Suuk in jaantik waaj tin wotoch yéetel in wáabil	Acostumbro comer tortillas en mi casa con mi nieto	COMMC0026
YUAES0011470	Suuk in jaantik waaj tin wotoch yéetel in wáabil	Acostumbro comer tortillas en mi casa con mi nieta	COMMC0026
YUAES0011471	Suuk in jaantik waaj tin wotoch yéetel in wáabilo'ob	Acostumbro comer tortillas en mi casa con mis nietos	COMMC0026
YUAES0011472	Suuk in jaantik waaj tin wotoch yéetel in wáabilo'ob	Acostumbro comer tortillas en mi casa con mis nietas	COMMC0026
YUAES0011473	Suuk in jaantik waaj tin wotoch yéetel in waal	Acostumbro comer tortillas en mi casa con mi hijo	COMMC0026
YUAES0011474	Suuk in jaantik waaj tin wotoch yéetel in waal	Acostumbro comer tortillas en mi casa con mi hija	COMMC0026
YUAES0011475	Suuk in jaantik waaj tin wotoch yéetel in waalo'ob	Acostumbro comer tortillas en mi casa con mi hijos	COMMC0026
YUAES0011476	Suuk in jaantik waaj tin wotoch yéetel in watan	Acostumbro comer tortillas en mi casa con mi esposa	COMMC0026
YUAES0011477	Suuk in jaantik waaj tin wotoch yéetel in wíicham	Acostumbro comer tortillas en mi casa con mi esposo	COMMC0026
YUAES0011478	Suuk in jaantik waaj tin wotoch yéetel in wíits'in	Acostumbro comer tortillas en mi casa con mi hermanito	COMMC0026
YUAES0011479	Suuk in jaantik waaj tin wotoch yéetel in wíits'in	Acostumbro comer tortillas en mi casa con mi hermanita	COMMC0026
YUAES0011480	Suuk in jaantik waaj tin wotoch yéetel in wíits'ino'ob	Acostumbro comer tortillas en mi casa con mis hermanitos	COMMC0026
YUAES0011481	Suuk in jaantik waaj tin wotoch yéetel in wíits'ino'ob	Acostumbro comer tortillas en mi casa con mis hermanitas	COMMC0026
YUAES0011482	Suuk in jaantik waaj tin wotoch yéetel in yuum	Acostumbro comer tortillas en mi casa con mi papá	COMMC0026
YUAES0011483	Suuk in jaantik waaj tu k'ooben Patricia	Acostumbro comer pedazo de tortilla en su cocina de Patricia	COMMC0026
YUAES0011484	Suuk in jaantik waaj yéetel in chiich	Acostumbro comer tortillas con mi abuela	COMMC0026
YUAES0011485	Suuk in jaantik waaj yéetel in chiicho'ob	Acostumbro comer tortillas con mis abuelas	COMMC0026
YUAES0011486	Suuk in jaantik waaj yéetel in kiik	Acostumbro comer tortillas con mi hermana	COMMC0026
YUAES0011487	Suuk in jaantik waaj yéetel in kiiko'ob	Acostumbro comer tortillas con mis hermanas	COMMC0026
YUAES0011488	Suuk in jaantik waaj yéetel in na'	Acostumbro comer tortillas con mi mamá	COMMC0026
YUAES0011489	Suuk in jaantik waaj yéetel in nool	Acostumbro comer tortillas con mi abuelo	COMMC0026
YUAES0011490	Suuk in jaantik waaj yéetel in noolo'ob	Acostumbro comer tortillas con mis abuelos	COMMC0026
YUAES0011491	Suuk in jaantik waaj yéetel in suku'un	Acostumbro comer tortillas con mi hermano	COMMC0026
YUAES0011492	Suuk in jaantik waaj yéetel in suku'uno'ob	Acostumbro comer tortillas con mis hermanos	COMMC0026
YUAES0011493	Suuk in jaantik waaj yéetel in wáabil	Acostumbro comer tortillas con mi nieto	COMMC0026
YUAES0011494	Suuk in jaantik waaj yéetel in wáabil	Acostumbro comer tortillas con mi nieta	COMMC0026
YUAES0011495	Suuk in jaantik waaj yéetel in wáabilo'ob	Acostumbro comer tortillas con mis nietos	COMMC0026
YUAES0011496	Suuk in jaantik waaj yéetel in wáabilo'ob	Acostumbro comer tortillas con mis nietas	COMMC0026
YUAES0011497	Suuk in jaantik waaj yéetel in waal	Acostumbro comer tortillas con mi hijo	COMMC0026
YUAES0011498	Suuk in jaantik waaj yéetel in waal	Acostumbro comer tortillas con mi hija	COMMC0026
YUAES0011499	Suuk in jaantik waaj yéetel in waalo'ob	Acostumbro comer tortillas con mi hijos	COMMC0026
YUAES0011500	Suuk in jaantik waaj yéetel in watan	Acostumbro comer tortillas con mi esposa	COMMC0026
YUAES0011501	Suuk in jaantik waaj yéetel in wíicham	Acostumbro comer tortillas con mi esposo	COMMC0026
YUAES0011502	Suuk in jaantik waaj yéetel in wíits'in	Acostumbro comer tortillas con mi hermanito	COMMC0026
YUAES0011503	Suuk in jaantik waaj yéetel in wíits'in	Acostumbro comer tortillas con mi hermanita	COMMC0026
YUAES0011504	Suuk in jaantik waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas con mis hermanitos	COMMC0026
YUAES0011505	Suuk in jaantik waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas con mis hermanitas	COMMC0026
YUAES0011506	Suuk in jaantik waaj yéetel in yuum	Acostumbro comer tortillas con mi papá	COMMC0026
YUAES0011507	In chiiche' suuk u bin seentro	Mi abuela acostumbra ir al centro	COMMC0026
YUAES0011508	In chiiche' suuk u chaakal	Mi abuela acostumbra cocinar	COMMC0026
YUAES0011509	In chiiche' suuk u cha'antik notiisyas	Mi abuelo acostumbra ver las noticias	COMMC0026
YUAES0011510	In chiiche' suuk u chuuy	Mi abuela acostumbra bordar	COMMC0026
YUAES0011511	In chiiche' suuk u janal merkaado	Mi abuela acostumbra comer en el mercado	COMMC0026
YUAES0011512	In chiiche' suuk u pak'ik k'úum	Mi abuela acostumbra sembrar calabaza	COMMC0026
YUAES0011513	In chiiche' suuk u k'aay chéen p'o'onak	Mi abuela acostumbra cantar cuando lava	COMMC0026
YUAES0011514	In chiiche' suuk u k'a'aytik u koonol merkaado	Mi abuela acostumbra pregonar su venta en el mercado	COMMC0026
YUAES0011515	In chiiche' suuk u konik chakbil nal merkaado	Mi abuela acostumbra vender elote sancochado en el mercado	COMMC0026
YUAES0011516	In chiiche' suuk u konik iis merkaado	Mi abuela acostumbra vender camote en el mercado	COMMC0026
YUAES0011517	In chiiche' suuk u konik silaantro merkaado	Mi abuela acostumbra vender cilantro en el mercado	COMMC0026
YUAES0011518	In chiiche' suuk u koonol merkaado	Mi abuela acostumbra vender en el mercado	COMMC0026
YUAES0011519	In chiiche' suuk u líik'il ja'atskab k'iin	Mi abuelo acostumbra levantarse temprano	COMMC0026
YUAES0011520	In chiiche' suuk u maanal merkaado	mi abuela acostumbra comprar en el mercado	COMMC0026
YUAES0011521	In chiiche' suuk u míistik le solaro'	Mi abuelo acostumbra limpiar el solar	COMMC0026
YUAES0011522	In chiiche' suuk u tsikbaltik tsikbáalo'ob	Mi abuelo acostumbra contar historias	COMMC0026
YUAES0011523	In chiiche' suuk u xotik le pak'áalo'	Mi abuelo acostumbra cortar las naranjas	COMMC0026
YUAES0011524	In chiiche' suuk u yu'ubik raadyo	Mi abuela acostumbra escuchar el radio	COMMC0026
YUAES0011525	Leti'e' suuk u chaakal	Ella acostumbra cocinar	COMMC0026
YUAES0011526	Leti'e' suuk u chaakal	El acostumbra a cocinar	COMMC0026
YUAES0011527	Leti'e' suuk u chakik bu'ul	El acostumbra cocinar frijol sancochado	COMMC0026
YUAES0011528	Leti'e' suuk u chakik bu'ul	Ella acostumbra cocinar frijol sancochado	COMMC0026
YUAES0011529	Leti'e' suuk u chakik chachakwaaj	El acostumbra cocinar chachakwaaj	COMMC0026
YUAES0011530	Leti'e' suuk u chakik chachakwaaj	Ella acostumbra cocinar chachakwaaj	COMMC0026
YUAES0011531	Leti'e' suuk u chakik je'	El acostumbra cocinar huevo	COMMC0026
YUAES0011532	Leti'e' suuk u chakik je'	Ella acostumbra cocinar huevo	COMMC0026
YUAES0011533	Leti'e' suuk u chakik le bu'ulo'	El acostumbra sancochar frijol	COMMC0026
YUAES0011534	Leti'e' suuk u chakik le bu'ulo'	Ella acostumbra sancochar frijol	COMMC0026
YUAES0011535	Leti'e' suuk u beetik le chachakwaajo'	El acostumbra hacer el chachakwaaj	COMMC0026
YUAES0011536	Leti'e' suuk u beetik le chachakwaajo'	Ella acostumbra hacer el chachakwaaj	COMMC0026
YUAES0011537	Leti'e' suuk u chakik le je'o'	El acostumbra cocinar el huevo	COMMC0026
YUAES0011538	Leti'e' suuk u chakik le je'o'	Ella acostumbra cocinar el huevo	COMMC0026
YUAES0011539	Leti'e' suuk u chakik le nalo'	El acostumbra salcochar el elote	COMMC0026
YUAES0011540	Leti'e' suuk u chakik le nalo'	Ella acostumbra salcochar el elote	COMMC0026
YUAES0011541	Leti'e' suuk u chakik le óonsikilo'	El acostumbra cocinar el pipián	COMMC0026
YUAES0011542	Leti'e' suuk u chakik le óonsikilo'	Ella acostumbra cocinar el pipián	COMMC0026
YUAES0011543	Leti'e' suuk u chakik nal	El acostumbra salcochar elote	COMMC0026
YUAES0011544	Leti'e' suuk u chakik nal	Ella acostumbra salcochar elote	COMMC0026
YUAES0011545	Leti'e' suuk u chakik óonsikil	El acostumbra cocinar pipián	COMMC0026
YUAES0011546	Leti'e' suuk u chakik óonsikil	Ella acostumbra cocinar pipián	COMMC0026
YUAES0011547	Leti'e' suuk u chuuy	Ella acostumbra bordar	COMMC0026
YUAES0011548	Leti'e' suuk u chuyik u nook'	Ella acostumbra coser su ropa	COMMC0026
YUAES0011549	Leti'e' suuk u jaantik chachakwaaj	El acostumbra comer chachakwaaj	COMMC0026
YUAES0011550	Leti'e' suuk u jaantik chachakwaaj	Ella acostumbra comer chachakwaaj	COMMC0026
YUAES0011551	Leti'e' suuk u jaantik chakbil bu'ul	El acostumbra comer frijol sancochado	COMMC0026
YUAES0011552	Leti'e' suuk u jaantik chakbil bu'ul	Ella acostumbra comer frijol sancochado	COMMC0026
YUAES0011553	Leti'e' suuk u jaantik chakbil nal	El acostumbra comer elote sancochado	COMMC0026
YUAES0011554	Leti'e' suuk u jaantik chakbil nal	Ella acostumbra comer elote sancochado	COMMC0026
YUAES0011555	Leti'e' suuk u jaantik iis	El acostumbra comer camote	COMMC0026
YUAES0011556	Leti'e' suuk u jaantik iis	Ella acostumbra comer camote	COMMC0026
YUAES0011557	Leti'e' suuk u jaantik je'	El acostumbra comer huevo	COMMC0026
YUAES0011558	Leti'e' suuk u jaantik je'	Ella acostumbra comer huevo	COMMC0026
YUAES0011559	Leti'e' suuk u jaantik le chachakwaajo'	El acostumbra comer el chachakwaaj	COMMC0026
YUAES0011560	Leti'e' suuk u jaantik le chachakwaajo'	Ella acostumbra comer el chachakwaaj	COMMC0026
YUAES0011561	Leti'e' suuk u jaantik le chakbil bu'ulo'	El acostumbra comer el frijol sancochado	COMMC0026
YUAES0011562	Leti'e' suuk u jaantik le chakbil bu'ulo'	Ella acostumbra comer el frijol sancochado	COMMC0026
YUAES0011563	Leti'e' suuk u jaantik le chakbil nalo'	El acostumbra comer el elote sancochado	COMMC0026
YUAES0011564	Leti'e' suuk u jaantik le chakbil nalo'	Ella acostumbra comer el elote sancochado	COMMC0026
YUAES0011565	Leti'e' suuk u jaantik le iiso'	El acostumbra comer el camote	COMMC0026
YUAES0011566	Leti'e' suuk u jaantik le iiso'	Ella acostumbra comer el camote	COMMC0026
YUAES0011567	Leti'e' suuk u jaantik le je'o'	El acostumbra comer el huevo	COMMC0026
YUAES0011568	Leti'e' suuk u jaantik le je'o'	Ella acostumbra comer el huevo	COMMC0026
YUAES0011569	Leti'e' suuk u jaantik le óonsikilo'	El acostumbra comer el pipián	COMMC0026
YUAES0011570	Leti'e' suuk u jaantik le óonsikilo'	Ella acostumbra comer el pipián	COMMC0026
YUAES0011571	Leti'e' suuk u jaantik le piibtbil nalo'	El acostumbra comer el elote en píib	COMMC0026
YUAES0011572	Leti'e' suuk u jaantik le piibtbil nalo'	Ella acostumbra comer el elote en píib	COMMC0026
YUAES0011573	Leti'e' suuk u jaantik le box buut'o'	El acostumbra comer el relleno negro	COMMC0026
YUAES0011574	Leti'e' suuk u jaantik le box buut'o'	Ella acostumbra comer el relleno negro	COMMC0026
YUAES0011575	Leti'e' suuk u jaantik le píibil pool k'éek'eno'	El acostumbra comer la cabeza de cochino en pibil	COMMC0026
YUAES0011576	Leti'e' suuk u jaantik le píibil pool k'éek'eno'	Ella acostumbra comer la cabeza de cochino en pibil	COMMC0026
YUAES0011577	Leti'e' suuk u jaantik óonsikil	El acostumbra comer pipián	COMMC0026
YUAES0011578	Leti'e' suuk u jaantik óonsikil	Ella acostumbra comer pipián	COMMC0026
YUAES0011579	Leti'e' suuk u jaantik píibtbil nal	El acostumbra comer elote en píib	COMMC0026
YUAES0011580	Leti'e' suuk u jaantik píibtbil nal	Ella acostumbra comer elote en píib	COMMC0026
YUAES0011581	Leti'e' suuk u jaantik box buut'	El acostumbra comer relleno negro	COMMC0026
YUAES0011582	Leti'e' suuk u jaantik box buut'	Ella acostumbra comer relleno negro	COMMC0026
YUAES0011583	Leti'e' suuk u jaantik píitbil pool k'éek'en	El acostumbra comer cabeza de cochino en pibil	COMMC0026
YUAES0011584	Leti'e' suuk u jaantik píitbil pool k'éek'en	Ella acostumbra comer cabeza de cochino en pibil	COMMC0026
YUAES0011585	Leti'e' suuk u manik chak loolo'ob	Ella acostumbra comprar flores rojas	COMMC0026
YUAES0011586	Leti'e' suuk u píibtik chachakwaaj	El acostumbra cocer chachakwaaj en pib	COMMC0026
YUAES0011587	Leti'e' suuk u píibtik chachakwaaj	Ella acostumbra cocer chachakwaaj en pib	COMMC0026
YUAES0011588	Leti'e' suuk u píibtik iis	El acostumbra cocer camote en pib	COMMC0026
YUAES0011589	Leti'e' suuk u píibtik iis	Ella acostumbra cocer camote en pib	COMMC0026
YUAES0011590	Leti'e' suuk u píibtik k'úum	El acostumbra cocer calabaza en pib	COMMC0026
YUAES0011591	Leti'e' suuk u píibtik k'úum	Ella acostumbra cocer calabaza en pib	COMMC0026
YUAES0011592	Leti'e' suuk u píibtik le chachakwaajo'	El acostumbra cocer el chachakwaaj en pib	COMMC0026
YUAES0011593	Leti'e' suuk u píibtik le chachakwaajo'	Ella acostumbra cocer el chachakwaaj en pib	COMMC0026
YUAES0011594	Leti'e' suuk u píibtik le iiso'	El acostumbra cocer el camote en pib	COMMC0026
YUAES0011595	Leti'e' suuk u píibtik le iiso'	Ella acostumbra cocer el camote en pib	COMMC0026
YUAES0011596	Leti'e' suuk u píibtik le k'úumo'	El acostumbra cocer la calabaza en pib	COMMC0026
YUAES0011597	Leti'e' suuk u píibtik le k'úumo'	Ella acostumbra cocer la calabaza en pib	COMMC0026
YUAES0011598	Leti'e' suuk u píibtik le nalo'	El acostumbra cocer el elote en pib	COMMC0026
YUAES0011599	Leti'e' suuk u píibtik le nalo'	Ella acostumbra cocer el elote en pib	COMMC0026
YUAES0011600	Leti'e' suuk u píibtik le box reyeenoo'	El acostumbra cocer el relleno negro en pib	COMMC0026
YUAES0011601	Leti'e' suuk u píibtik le box reyeenoo'	Ella acostumbra cocer el relleno negro en pib	COMMC0026
YUAES0011602	Leti'e' suuk u píibtik le u pool k'éek'eno'	El acostumbra cocer la cabeza de cochino en pib	COMMC0026
YUAES0011603	Leti'e' suuk u píibtik le u pool k'éek'eno'	Ella acostumbra cocer la cabeza de cochino en pib	COMMC0026
YUAES0011604	Leti'e' suuk u píibtik nal	El acostumbra cocer elote en pib	COMMC0026
YUAES0011605	Leti'e' suuk u píibtik nal	Ella acostumbra cocer elote en pib	COMMC0026
YUAES0011606	Leti'e' suuk u píibtik box reyeeno	El acostumbra cocer relleno negro negro en pib	COMMC0026
YUAES0011607	Leti'e' suuk u píibtik box reyeeno	Ella acostumbra cocer relleno negro negro en pib	COMMC0026
YUAES0011608	Leti'e' suuk u píibtik u pool k'éek'en	El acostumbra cocer cabeza de cochino en pib	COMMC0026
YUAES0011609	Leti'e' suuk u píibtik u pool k'éek'en	Ella acostumbra cocer cabeza de cochino en pib	COMMC0026
YUAES0011610	Leti'e' suuk u téejer	Ella acostumbra tejer	COMMC0026
YUAES0011611	Leti'e' suuk u tsikbal kaaye	Ella acostumbra pláticar en la calle	COMMC0026
YUAES0011612	Leti'e' suuk u tsikbal táankab	Ella acostumbra pláticar en el patio	COMMC0026
YUAES0011613	Leti'e' suuk u wak'ik k'áan	Ella acostumbra hurdir hamaca	COMMC0026
YUAES0011614	Leti'obe' suuk u chakiko'ob bu'ul	Ellos acostumbran cocinar frijol sancochado	COMMC0026
YUAES0011615	Leti'obe' suuk u chakiko'ob bu'ul	Ellas acostumbran cocinar frijol sancochado	COMMC0026
YUAES0011616	Leti'obe' suuk u chakiko'ob chachakwaaj	Ellos acostumbran cocinar chachakwaaj	COMMC0026
YUAES0011617	Leti'obe' suuk u chakiko'ob chachakwaaj	Ellas acostumbran cocinar chachakwaaj	COMMC0026
YUAES0011618	Leti'obe' suuk u chakiko'ob je'	Ellos acostumbran cocinar huevo	COMMC0026
YUAES0011619	Leti'obe' suuk u chakiko'ob je'	Ellas acostumbran cocinar huevo	COMMC0026
YUAES0011620	Leti'obe' suuk u chakiko'ob le bu'ulo'	Ellos acostumbran cocinar el frijol sancochado	COMMC0026
YUAES0011621	Leti'obe' suuk u chakiko'ob le bu'ulo'	Ellas acostumbran cocinar el frijol sancochado	COMMC0026
YUAES0011622	Leti'obe' suuk u chakiko'ob le chachakwaajo'	Ellos acostumbran cocinar el chachakwaaj	COMMC0026
YUAES0011623	Leti'obe' suuk u chakiko'ob le chachakwaajo'	Ellas acostumbran cocinar el chachakwaaj	COMMC0026
YUAES0011624	Leti'obe' suuk u chakiko'ob le je'o'	Ellos acostumbran cocinar el huevo	COMMC0026
YUAES0011625	Leti'obe' suuk u chakiko'ob le je'o'	Ellas acostumbran cocinar el huevo	COMMC0026
YUAES0011626	Leti'obe' suuk u chakiko'ob le nalo'	Ellos acostumbran cocinar el elote	COMMC0026
YUAES0011627	Leti'obe' suuk u chakiko'ob le nalo'	Ellas acostumbran cocinar el elote	COMMC0026
YUAES0011628	Leti'obe' suuk u chakiko'ob le óonsikilo'	Ellos acostumbran cocinar el pipián	COMMC0026
YUAES0011629	Leti'obe' suuk u chakiko'ob le óonsikilo'	Ellas acostumbran cocinar el pipián	COMMC0026
YUAES0011630	Leti'obe' suuk u chakiko'ob nal	Ellos acostumbran cocinar elote	COMMC0026
YUAES0011631	Leti'obe' suuk u chakiko'ob nal	Ellas acostumbran cocinar elote	COMMC0026
YUAES0011632	Leti'obe' suuk u chakiko'ob óonsikil	Ellos acostumbran cocinar pipián	COMMC0026
YUAES0011633	Leti'obe' suuk u chakiko'ob óonsikil	Ellas acostumbran cocinar pipián	COMMC0026
YUAES0011634	Leti'obe' suuk u jaantiko'ob chachakwaaj	Ellos acostumbran comer chachakwaaj	COMMC0026
YUAES0011635	Leti'obe' suuk u jaantiko'ob chachakwaaj	Ellas acostumbran comer chachakwaaj	COMMC0026
YUAES0011636	Leti'obe' suuk u jaantiko'ob chakbil bu'ul	Ellos acostumbran comer frijol sancochado	COMMC0026
YUAES0011637	Leti'obe' suuk u jaantiko'ob chakbil bu'ul	Ellas acostumbran comer frijol sancochado	COMMC0026
YUAES0011638	Leti'obe' suuk u jaantiko'ob chakbil nal	Ellos acostumbran comer elote sancochado	COMMC0026
YUAES0011639	Leti'obe' suuk u jaantiko'ob chakbil nal	Ellas acostumbran comer elote sancochado	COMMC0026
YUAES0011640	Leti'obe' suuk u jaantiko'ob iis	Ellos acostumbran comer camote	COMMC0026
YUAES0011641	Leti'obe' suuk u jaantiko'ob iis	Ellas acostumbran comer camote	COMMC0026
YUAES0011642	Leti'obe' suuk u jaantiko'ob je'	Ellos acostumbran comer huevo	COMMC0026
YUAES0011643	Leti'obe' suuk u jaantiko'ob je'	Ellas acostumbran comer huevo	COMMC0026
YUAES0011644	Leti'obe' suuk u jaantiko'ob le chachakwaajo'	Ellos acostumbran comer el chachakwaaj	COMMC0026
YUAES0011645	Leti'obe' suuk u jaantiko'ob le chachakwaajo'	Ellas acostumbran comer el chachakwaaj	COMMC0026
YUAES0011646	Leti'obe' suuk u jaantiko'ob le chakbil bu'ulo'	Ellos acostumbran comer el frijol sancochado	COMMC0026
YUAES0011647	Leti'obe' suuk u jaantiko'ob le chakbil bu'ulo'	Ellas acostumbran comer el frijol sancochado	COMMC0026
